Q2,Q2_5_Text,Q3_mod,Q3_Other_text,Q4_mod,Q4_7_TEXT,Q5,Q7,Q8,Q_D1_1,Q_D1_2_1,Q_D1_3_1,Q_D1_3_2,Q_D1_3_3,Q_D1_3_4,Q_D1_3_5,Q_D1_3_6,Q_D1_3_7,Q_D1_3_8,Q_D1_3_1R_1,Q_D1_3_2R_1,Q_D1_3_3R_1,Q_D1_3_4R_1,Q_D1_3_5R_1,Q_D1_3_6R_1,Q_D1_3_7R_1,D_D1_3_8R_1,Q_D1_4_4,Q_D1_4_5,Q_D1_4_6,Q_D1_4_7,Q_D1_4_8,Q_D1_4_9,D1_4_1R_1,D1_4_2R_1,D1_4_3R_1,D1_4_4R_1,D1_4_5R_1,D1_4_6R_1,QD1_5,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_Other,Q11,Q11_Other,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_Other,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_Other,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q16_1,Q16_2,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_Other,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_Other,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q3_Other_text___Topics,AGE,AGE_GROUP,Dataset,filter_$,REGIONS,f,VAR00001,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00014,Z1,Q10_metadata_standards_group1,Reg3,Reg4,reg5
1,NA,5,NA,3,NA,182,2002,1,1,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,2,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,1,2,5,5,2,1,4,5,5,4,5,5,5,5,5,4,5,2,3,6,NA,3,3,4,5,4,3,1,4,4,4,5,2,2,3,4,4,3,NA,48,3,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,NA,18,NA,5,Qualitative methods,182,1980,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,3,2,1,1,1,1,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Difficulty of de-identifying qualitative data (interviews, documents, observations) to protect privacy of human subjects",2,1,6,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,4,5,2,4,4,5,2,4,3,5,5,5,4,4,5,5,5,2,4,6,6,6,NA,2,5,4,1,4,1,1,5,4,4,5,1,1,4,5,2,2,NA,62,5,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,NA,10,NA,1,NA,182,2001,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,4,1,1,1,NA,4,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,2,2,1,1,2,2,2,3,1,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,5,4,6,5,6,4,5,4,5,4,3,3,3,5,5,3,4,NA,NA,5,5,5,4,4,1,1,2,3,3,2,3,3,4,4,4,4,NA,45,3,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
5,Extension,1,NA,5,NA,182,1999,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,anonymity,4,2,2,3,3,1,1,1,1,1,2,1,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,1,5,3,5,5,5,4,4,4,4,6,5,5,6,5,NA,NA,5,3,2,3,2,3,1,1,3,3,3,3,3,4,4,3,3,NA,44,3,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,Scientific,8,NA,2,NA,88,2017,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,2,1,1,3,2,1,1,5,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
1,NA,3,NA,2,NA,62,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,3,4,3,2,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,5,3,3,5,4,1,1,1,3,1,1,1,3,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,2,3,2,3,3,2,1,2,3,4,5,3,3,1,3,3,4,3,4,2,3,NA,NA,5,5,3,2,3,3,1,2,3,3,2,3,5,3,3,2,3,NA,47,3,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,NA,6,NA,1,NA,182,2004,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,2,2,4,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Some of the data is so random and not finalized,4,4,2,1,1,3,1,2,2,2,1,1,2,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,5,5,2,2,4,5,4,2,3,4,5,5,5,2,4,4,4,3,NA,3,3,4,4,2,3,1,3,5,5,5,2,1,5,5,4,2,NA,44,3,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,NA,3,NA,2,NA,121,PhD,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,"voluntary, retired researcher",NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Data of an extensive mite collection in a museum,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,data stored according to the Museums own process management,6,5,6,6,6,6,5,1,5,5,5,6,5,3,3,2,5,NA,5,1,NA,6,I use data as they are provided on the microscopic slides,5,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,5,NA,NA,NA,76,5,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
5,retired,10,NA,5,specimen-based analysis of field-collected specimens,182,1979,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,4,3,6,6,3,3,1,1,1,3,3,1,1,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,4,3,4,4,4,5,5,3,1,4,4,5,5,5,6,6,NA,NA,5,5,3,2,2,3,1,2,4,4,4,2,3,3,4,3,6,NA,64,5,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,NA,18,NA,1,NA,80,2008,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,2,NA,1,4,3,4,1,1,1,1,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,This is not a routine among academics in my country,2,1,2,1,2,3,1,1,1,1,2,1,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,4,2,5,2,5,5,5,4,3,4,4,4,5,5,5,5,NA,NA,5,5,2,2,2,2,2,1,3,3,3,5,5,3,3,3,2,NA,48,3,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,8,NA,2,NA,182,2017,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,2,2,2,1,1,1,1,1,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,NA,NA,NA,NA,4,4,2,2,4,4,3,4,2,5,5,4,5,4,4,4,4,5,5,5,5,NA,NA,4,5,3,3,4,2,2,2,4,4,3,2,4,2,2,2,2,NA,27,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,NA,10,NA,1,NA,78,1997,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,1,1,1,1,NA,NA,NA,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,5,2,2,NA,3,5,4,5,4,4,3,3,5,5,3,4,NA,NA,5,4,2,3,3,3,NA,2,2,2,4,5,5,2,2,4,4,NA,70,5,0,0,5,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,5
4,NA,6,NA,2,NA,66,Ph.D.,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,2,2,3,2,4,1,1,1,2,2,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,4,3,3,4,4,2,1,1,1,1,1,2,1,1,1,3,1,2,1,NA,1,NA,NA,1,NA,NA,1,1,1,1,3,2,1,3,4,5,5,6,1,1,3,2,4,4,4,4,4,NA,NA,5,4,4,2,3,2,1,2,3,3,2,2,4,2,3,4,4,NA,41,3,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,NA,15,NA,2,NA,182,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2,4,5,4,2,2,1,1,1,1,4,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,6,6,6,3,6,6,5,6,1,1,2,2,3,6,5,6,6,NA,NA,3,4,2,1,1,1,1,4,5,5,5,6,6,6,6,6,5,NA,39,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,NA,8,NA,2,NA,36,Ph.D,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,1,1,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,5,2,5,5,5,1,1,1,3,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,NA,28,1,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
1,NA,18,NA,5,NA,53,2007,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,2,1,1,4,4,4,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,39,2,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,5,NA,5,mixed methods research,137,PhD,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,4,5,1,3,2,3,1,1,1,2,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,3,2,4,2,3,3,1,1,1,3,3,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,5,3,5,5,5,3,2,5,5,5,5,5,4,5,NA,NA,5,5,4,4,4,3,3,3,2,2,2,4,4,3,3,4,4,NA,49,3,0,0,6,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6
1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,NA,15,NA,2,NA,137,2012,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,1,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,6,6,1,1,1,1,1,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,2,4,2,2,6,6,4,6,1,1,4,6,6,6,4,6,6,NA,NA,4,4,4,4,4,2,2,1,6,6,6,6,6,6,6,6,6,NA,36,2,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,18,NA,1,NA,137,phd,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,4,1,4,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,5,3,5,3,1,1,1,3,2,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,3,3,2,5,3,1,1,4,4,2,3,4,3,3,NA,NA,5,5,1,4,2,4,1,1,3,3,4,4,4,3,3,2,3,NA,57,4,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,15,NA,2,NA,137,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,4,4,4,3,4,2,1,1,2,2,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,5,5,5,5,5,1,1,1,1,1,1,2,1,1,2,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,NA,45,3,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,15,NA,1,NA,137,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,4,4,1,4,2,2,5,1,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,2,2,2,2,NA,NA,5,3,3,3,3,3,3,1,4,4,4,4,5,2,2,2,2,NA,32,2,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
 ,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,NA,18,NA,5,NA,137,1985,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,5,2,2,2,2,5,5,5,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,2,3,NA,NA,NA,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,6
1,NA,15,NA,3,NA,137,2005,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mathematical graphs and numerical results,3,NA,1,1,1,4,2,2,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,49,3,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,6
1,NA,18,NA,5,NA,137,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Bankscope database,6,NA,2,2,2,2,2,2,5,5,3,3,5,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,4,4,4,4,4,2,2,2,4,6,5,5,4,3,4,4,4,4,4,6,6,NA,NA,5,5,5,5,5,5,5,3,5,5,5,4,5,4,4,2,2,NA,50,4,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,6
1,NA,8,NA,2,NA,137,2015,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2,2,2,4,3,1,1,1,1,1,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,3,3,6,6,6,1,2,1,1,1,1,2,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,3,2,4,4,2,5,1,5,3,5,5,5,2,6,6,6,6,NA,5,5,4,2,5,2,1,1,5,2,5,4,5,2,3,5,5,NA,29,1,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
1,NA,18,NA,5,NA,NA,PhD,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,4,3,3,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,3,1,2,3,3,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,2,4,2,4,3,5,5,4,5,5,5,5,5,5,4,NA,NA,5,5,5,5,5,5,6,4,5,5,5,3,2,5,5,3,2,NA,54,4,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
