counter,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q2_text,Q3,Q3_text,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_text,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_text,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_text,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11a_1,Q11a_2,Q11a_3,Q11a_4,Q11a_5,Q11a_6,Q11a_7,Q11a_8,Q11a_9,Q11a_10,Q11a_11,Q11a_12,Q11b_1,Q11b_2,Q11b_3,Q11b_4,Q11b_5,Q11b_6,Q11b_7,Q11b_8,Q11b_9,Q11b_10,Q11b_11,Q11b_12,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_text,Q13,Q14_text,Q15,Q15_text,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_text,Q19,Q19_text,Q20,Q21,Q22,Q23
250,10,10,10,60,10, , ,academic, ,Atmospheric science, ,Yes,No,No,Yes,No,Yes,No,No,No,No, , , ,some,some,some, , , ,Yes,No,No,Yes,No,No,No,No,No, ,neither agree nor disagree,neither agree nor disagree,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree strongly,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,neither agree nor disagree,agree strongly,neither agree nor disagree,No,Yes,Yes,Yes,No, , ,Yes, , , , ,No,Yes,Yes,Yes,No, , ,Yes, , , , ,No,No,No,No,No,No,Yes,Yes,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Researcher, ,Canada, , , 
251,20, , ,80, , , ,academic, ,Physical sciences, ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No, , , ,most, , , ,all, ,Yes,No,No,Yes,No,No,No,No,No, ,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat, ,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,agree strongly,agree strongly,disagree somewhat,neither agree nor disagree,disagree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,Yes,No, ,Researcher, ,United States of America,California,53,Male
252,10,10,10,40,20,10, ,government, ,Hydrology, ,No,No,No,No,No,Yes,No,No,No,No, ,some,some, ,some,some,some, , ,No,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,Yes,No,No,No,No,No,No,No,No,Yes,FLUXNET,Researcher, ,Japan, ,50,Male
253,5,5,5,30,0, ,Classes,academic, ,Ecology, ,No,No,Yes,No,No,No,Yes,No,No,No, ,some,some,some,some,some,some, , ,Yes,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No, ,Yes - for all my datasets, ,Federal/national government, ,Don't know,No,No,No,No,No,No,No,No,No,No, ,Graduate student, ,United States of America,Wisconsin,25,Male
254, , , ,70,30, , ,academic, ,Atmospheric science, ,No,No,No,Yes,No,No,Yes,No,Yes,No, , , , , , , ,some, ,Yes,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,disagree somewhat,agree strongly,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree somewhat,disagree somewhat,agree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,Yes, , , , , , , , , , , ,Yes, , , , , , , , , , , ,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,State/regional government, ,No,No,No,No,No,No,No,No,No,No,Yes, ,Professor, ,United States of America,California,74,Female
255,10, ,10,70,10, , ,government, ,Atmospheric science, ,No,No,Yes,No,No,Yes,No,No,No,No, ,most,most,some,some,none,some, , ,Yes,No,No,No,No,No,Yes,No,No, ,neither agree nor disagree,neither agree nor disagree,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No, ,Yes - for some of my datasets, ,State/regional government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Researcher, ,Indonesia, ,50,Male
256, , ,20,80, , , ,academic, ,Hydrology, ,Yes,No,Yes,No,No,No,No,No,No,No, ,most, , , , ,most, , ,Yes,Yes,No,No,No,No,No,No,No, ,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No, ,No, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Graduate student, , , , ,Male
257,0,1,0,69,30,0, ,academic, ,Ecology, ,No,Yes,Yes,Yes,No,No,No,No,No,No, ,none,none,none,none,none,none,none, ,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,agree strongly,disagree somewhat,disagree strongly,agree somewhat,disagree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,agree somewhat,disagree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,neither agree nor disagree,agree strongly,agree strongly,agree somewhat,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets,"For those that I do not have sole responsibility, I would require the approval of my Master's adviser, who secured funding for the project.",Academic institution,Departmental endowments,No,No,No,No,No,No,No,No,No,No,No, ,Graduate student, ,United States of America,Washington,39,Male
258,20,5, ,45,30, , ,academic, ,Computer science, ,No,No,Yes,Yes,No,No,No,No,No,No, ,some,some,none,none,none,some, , ,Yes,No,No,Yes,No,No,No,No,No, ,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree strongly,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,agree strongly,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,agree strongly,agree strongly,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No, ,Yes - for some of my datasets,There are other PIs that might need to be consulted for some of the data.,Federal/national government, ,No,No,No,No,No,No,No,No,No,Yes,No, ,Associate Professor, ,United States of America,Utah,39,Male
259, , , ,45,45, ,advising and service,academic, ,Environmental science, ,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No, ,some,some,some, , , , , ,Yes,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree strongly,disagree somewhat,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,agree somewhat,disagree somewhat,agree strongly,neither agree nor disagree,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,disagree somewhat,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for all my datasets, ,Federal/national government, ,Don't know,Yes,No,Yes,No,Yes,No,No,No,No,No, ,Associate Professor, ,United States of America,Wyoming,47,Female
260,25,5,5,45,0, ,Research management; working with funding agencies on large group proposals,academic, ,Computer science, ,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No, ,none,most,most,none,none,most,most,We use the UC Irvine ML Repository,No,No,No,Yes,No,Yes,No,Yes,No, ,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,disagree strongly,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree somewhat,agree strongly,disagree strongly,agree somewhat,agree strongly,agree strongly,No,Yes,Yes, , , , , , , , , ,Yes,Yes,Yes, , , , , , , , , ,No,No,No,No,No,No,No,No,Yes,Yes,ARFF format,Yes - for all my datasets, ,Federal/national government, ,No,Yes,No,No,No,No,No,No,No,No,No, ,Professor, ,United States of America,Oregon,54,Male
261,10,10,0,60,10,10, ,government, ,Ecology, ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No, ,some,some,none,none,none,none,none, ,No,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,No,No,No,No,No,Yes,No,No,No,No,No, ,Researcher, ,Japan, ,37,Male
262,20, , ,80, , , ,academic, ,Ecology, ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , , , ,most,most,some,some, ,No,Yes,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,disagree somewhat,disagree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,neither agree nor disagree,neither agree nor disagree,disagree strongly,neither agree nor disagree,disagree strongly,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes, ,Yes - for some of my datasets, ,Federal/national government, ,No,No,No,No,No,Yes,No,No,No,No,No,FLUXNET,Researcher, ,Belgium, ,37,Male
263,5, , ,95, , , ,government, ,Environmental science, ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No, ,none,some,none,none,none,some, , ,Yes,No,No,Yes,No,No,No,No,No, ,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,disagree somewhat,agree strongly,agree somewhat,disagree somewhat,neither agree nor disagree,agree somewhat,disagree somewhat,agree somewhat,disagree strongly,disagree somewhat,agree somewhat,disagree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree strongly,disagree somewhat,agree strongly,neither agree nor disagree,agree somewhat,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets,Other PIs involved in data collection,Federal/national government, ,No,No,No,No,No,Yes,No,No,No,No,Yes,EOS-Webster,Researcher, ,United States of America,Maryland,39,Male
264,10,10,10,50,20, , ,academic, ,Ecology, ,No,No,No,No,No,No,No,Yes,No,No, ,some,none,most,none,none,none,none, ,Yes,No,No,No,Yes,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree somewhat,agree somewhat,agree strongly, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,No,No,No,No,No,Yes,No,No,No,No,No, ,Associate Professor, ,China, ,37,Male
265,20,5,5,10,60, , ,academic, ,Environmental science, ,Yes,No,No,No,No,No,Yes,No,No,No, ,none,none,none,none,none,none,none, ,Yes,Yes,No,No,No,No,No,Yes,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree strongly,disagree strongly,disagree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly, ,agree strongly,agree strongly,neither agree nor disagree,agree strongly,agree strongly,agree strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,ARCGIS,Yes - for some of my datasets, ,Local government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Assistant Professor, ,Turkey, ,39,Male
266, , , ,25, ,75,production of data products,non-profit, ,Other,remote sensing,No,Yes,No,No,No,No,No,Yes,No,No, ,some, ,some, , , , , ,No,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,agree strongly,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,disagree somewhat,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No, ,No, ,Federal/national government, ,Don't know,Yes,No,No,No,Yes,No,No,No,No,No, ,Researcher, ,United Kingdom of Great Britain and Northern Ireland, ,36,Female
267,15,15,10,50,10, , ,government, ,Biology, ,No,Yes,No,No,No,No,No,No,No,No, ,most,none,most,most,most,none, , ,No,No,No,No,No,No,No,No,No, ,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,disagree somewhat,disagree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree, , , , , , , , , , , , , , , , , , , , , , , , ,No,No,No,No,No,No,No,No,Yes,No, ,No, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,No,No, ,Researcher, ,United States of America,Wisconsin,56,Female
268,50, , ,50, , , ,government, ,Atmospheric science, ,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No, ,some,some,most,most,some,none, , ,No,Yes,No,Yes,No,No,No,No,No, ,agree strongly,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,disagree somewhat,disagree somewhat,disagree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree strongly,agree strongly,agree strongly,agree strongly,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No, ,Yes - for some of my datasets, ,Federal/national government, ,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Administrator, ,United States of America,Iowa,60,Male
269,5,5,0,70,20, , ,academic, ,Atmospheric science, ,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,all, , ,most,most, , , ,No,No,No,No,No,No,No,No,No, ,agree somewhat,agree strongly,agree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree strongly,agree somewhat,neither agree nor disagree,neither agree nor disagree,agree strongly,agree somewhat,agree strongly,agree somewhat,disagree somewhat,agree somewhat,disagree somewhat,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,disagree somewhat,neither agree nor disagree,agree somewhat,agree somewhat,disagree somewhat,agree somewhat,neither agree nor disagree,agree somewhat,agree strongly,neither agree nor disagree,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No, ,No,approval by PI / head of department,Federal/national government, ,Don't know,No,No,No,No,No,No,No,No,Yes,Yes,FLUXNET,Post-doctoral fellow, ,Germany, ,40,Male
270,10, , ,40,50, , ,academic, ,Ecology, ,Yes,Yes,No,Yes,No,Yes,No,No,No,No, ,none,none,none,none,none,none,none,available through personal contact,Yes,No,No,Yes,No,No,No,No,No, ,agree somewhat,agree somewhat,neither agree nor disagree,disagree somewhat,disagree strongly,agree somewhat,neither agree nor disagree,disagree strongly,disagree somewhat,disagree somewhat,disagree strongly,disagree strongly,disagree somewhat,disagree strongly,disagree strongly,disagree strongly,disagree strongly,neither agree nor disagree,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,agree somewhat,disagree strongly,agree strongly,neither agree nor disagree,neither agree nor disagree,agree strongly,agree somewhat,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No, ,Yes - for some of my datasets, ,Federal/national government, ,No,No,Yes,No,No,No,No,No,No,No,No, ,Associate Professor, ,Finland, ,50,Female
